name,address,industry,hourly_median_gender_gap_2018,bonus_median_gender_gap_2018
BIGHAMS LIMITED,"2+Mcnicol+Drive,London,United+Kingdom,NW10+7AW",Manufacture of prepared meals and dishes,-2.0,22.0
CLESHAR CONTRACT SERVICES LIMITED,"Heather+Park+House,North+Circular+Road,Stonebridge,London,United+Kingdom,NW10+7NN",Other business support service activities n.e.c.,10.9,0.0
College of North West London,"Dudden+Hill+Lane,College+Of+North+West+London+Willesden+Campus,London,NW10+2XD",,6.6,100.0
Danny Sullivan & Sons Ltd.,"22+Barretts+Green+Road,Park+Royal,London,United+Kingdom,NW10+7AE",Construction of roads and motorways,19.7,0.0
DIAGEO GREAT BRITAIN LIMITED,"Lakeside+Drive,Park+Royal,London,London,United+Kingdom,NW10+7HQ",,-9.8,12.3
ENOTRIA WINECELLARS LIMITED,"23,+Cumberland+Avenue,London,NW10+7RX","Wholesale of wine, beer, spirits and other alcoholic beverages",-12.1,-19.6
GENESIS HOUSING ASSOCIATION LIMITED,"192-196+High+Road,London,London,United+Kingdom,NW10+2PB",,28.6,0.0
HAMMERSMITH MEDICINES RESEARCH LIMITED,"44,+Cumberland+Avenue,London,NW10+7EW",Other research and experimental development on natural sciences and engineering,3.0,0.0
KFG QUICKSERVE LIMITED,"3+Willen+Field+Road,London,United+Kingdom,NW10+7BQ",Other retail sale of food in specialised stores,-2.4,0.0
PUBLIC RESTAURANT PARTNER LIMITED,"COMPANY+OF+COOKS,Dephna+House,14+Cumberland+Avenue,Park+Royal,Middlesex,England,NW10+7QL",,0.0,0.0
T & G FAST FOODS DEVELOPMENTS LIMITED,"9+Central+Business+Centre,Great+Central+Way,London,United+Kingdom,NW10+0UR",Unlicensed restaurants and cafes,6.0,5.0
Wasabi Co. Ltd,"Unit+5+Origin+Business+Park,Rainsford+Road,+Park+Royal,London,England,NW10+7FW",Take-away food shops and mobile food stands,2.2,0.3
WASABI SUSHI BENTO LIMITED,"Unit+5+Origin+Business+Park,Rainsford+Road,+Park+Royal,London,England,NW10+7FW",Other food services,2.2,0.3
ALLEYN'S SCHOOL,"Alleyn's+School,+Townley+Road,London,England,SE22+8SU",,15.0,0.0
CYCLE TRAINING UK LIMITED,"Arch16+Almond+Road,,London,England,SE16+3LR",Other service activities n.e.c.,0.0,0.0
DECATHLON UK LIMITED,"Canada+Water+Retail+Park,Surrey+Quays+Road,London,United+Kingdom,SE16+2XU","Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",1.4,23.6
Dulwich College,"Dulwich+College,Dulwich+Common,London,United+Kingdom,SE21+7LD",General secondary education,23.7,17.2
Dulwich Preparatory Schools Trust,"42+Alleyn+Park,Dulwich,London,United+Kingdom,SE21+7AA",Primary education,11.2,0.0
James Allen's Girls' School,"144+East+Dulwich+Grove,London,United+Kingdom,SE22+8TE",,0.0,0.0
XENON SERVICES LIMITED,"Unit+G7+South+Central+East,+9+Steedman+Steet,London,SE17+3AF",General cleaning of buildings,-2.2,0.0
ALPENBEST LIMITED,"60,+Wensleydale+Road,Hampton,Middlesex,TW12+2LX",Social work activities without accommodation for the elderly and disabled,-1.6,0.0
BLANC BRASSERIES LIMITED,"106-108+High+Street,Teddington,Middlesex,United+Kingdom,TW11+8JD",Licensed restaurants,0.0,25.0
BMT DEFENCE SERVICES LIMITED,"Goodrich+House,+1+Waldegrave,Road,+Teddington,Middlesex,United+Kingdom,TW11+8LZ",,30.2,24.7
"Every Child, Every Day Academy Trust","Grey+Court+School+Ham+Street,Ham,Richmond-Upon-Thames,England,United+Kingdom,TW10+7HN",,22.0,0.0
FARA ENTERPRISES LIMITED,"Riverside+Centre+/63+High+Street,,Teddington,Middlesex,TW11+8HA",Retail sale of other second-hand goods in stores (not incl. antiques),-0.6,11.1
Hampton School,"Hampton+School,Hanworth+Road,Hampton,Middlesex,United+Kingdom,TW12+3HD",,50.7,0.0
Hounslow and Richmond Healthcare NHS Trust,"Thames+House,180+High+Street,Teddington,TW11+8HU",,3.3,100.0
LENSBURY LIMITED,"Broom+Road,+Teddington,Middlesex,TW11+9NU",Activities of sport clubs,12.5,15.7
LGC LIMITED,"Queens+Road,Teddington,Middlesex,United+Kingdom,TW11+0LY","Other professional, scientific and technical activities n.e.c.",13.2,72.3
NPL MANAGEMENT LIMITED,"National+Physical+Laboratory,Hampton+Road,Teddington,Middlesex,United+Kingdom,TW11+0LW",Other service activities n.e.c.,14.0,9.5
Richmond Housing Partnership,"8+Waldegrave+Road,Teddington,TW11+8GT",,-24.7,-3.7
St. Paul's School,"St+Paul's+School+Lonsdale+Road,Barnes,London,England,SW13+9JT",,28.5,0.0
Swiss Post Solutions Ltd,"Richmond+Place,Petersham+Road,Richmond,Surrey,United+Kingdom,TW10+6TP",Other business support service activities n.e.c.,10.2,-0.7
Tearfund,"100+Church+Road,Teddington,Middlesex,United+Kingdom,TW11+8QE",Other social work activities without accommodation n.e.c.,14.8,0.0
The Lady Eleanor Holles School,"Payroll+&+HR+Office,The+Lady+Eleanor+Holles+School,Hanworth+Road,TW12+3HF",,-3.7,0.0
THE ROYAL STAR & GARTER HOMES,"15+Castle+Mews,Hampton,Middx,TW12+2NP",,0.0,3.5
THE WHITE BRASSERIE COMPANY LTD,"106-108+High+Street,Teddington,Middlesex,United+Kingdom,TW11+8JD",,3.0,9.0
"AMAZON EU SARL, UK BRANCH ","1,+Principal+Place,London,Worship+Street,EC2A+2FA",,19.0,39.0
AMAZON ONLINE UK LIMITED,"1,+Principal+Place,Worship+Street,London,EC2A+2FA","Other professional, scientific and technical activities n.e.c.",17.4,26.4
Amazon UK Services Ltd.,"1+Principal+Place,Worship+Street,London,United+Kingdom,EC2A+2FA",Other business support service activities n.e.c.,-0.1,-4.7
AMAZON VIDEO LIMITED,"1,+Principal+Place,Worship+Street,London,EC2A+2FA",Video distribution activities,56.0,71.8
AMAZON WEB SERVICES UK LIMITED,"1,+Principal+Place,Worship+Street,London,EC2A+2FA","Other professional, scientific and technical activities n.e.c.",18.4,47.1
CLOSE ASSET MANAGEMENT HOLDINGS LIMITED,"10+Crown+Place,London,United+Kingdom,EC2A+4FT",Activities of head offices,42.3,71.6
CLOSE BROTHERS LIMITED,"10+Crown+Place,London,United+Kingdom,EC2A+4FT",Financial intermediation not elsewhere classified,41.0,51.8
Colt Technology Services,"Colt+House,20+Great+Eastern+Street,London,England,EC2A+3EH",Other telecommunications activities,26.0,51.0
CT PLUS COMMUNITY INTEREST COMPANY,"HCT+GROUP,141+Curtain+Road,London,England,EC2A+3BX",,26.8,33.3
DTCC EUROPE LIMITED,"Broadgate+Quarter+7th+Floor,One+Snowden+Street,London,England,EC2A+2DQ",Other business support service activities n.e.c.,30.6,61.5
FACTSET EUROPE LIMITED,"Broadgate+Quarter,1+Snowden+Street,London,United+Kingdom,EC2A+2DQ",Other information service activities n.e.c.,2.2,30.4
GFI HOLDINGS LIMITED,"1+Snowden+Street,London,United+Kingdom,EC2A+2DQ",Activities of financial services holding companies,39.2,42.7
GROCERY DELIVERY E-SERVICES UK LTD.,"The+Fresh+Farm,+60+Worship+Street,London,United+Kingdom,EC2A+2EZ",Other business support service activities n.e.c.,-12.0,2.2
GSF (LONDON) LTD,"9,+Hewett+Street,London,London,EC2A+3NN",Other cleaning services,1.7,93.4
L.K. BENNETT LIMITED,"Rivington+House,82+Great+Eastern+Street,London,United+Kingdom,EC2A+3JF",,41.0,-11.8
LLOYD SHOE CO LIMITED,"Cosmopolitan+House,2+Phipp+Street,London,United+Kingdom,EC2A+4BP",Retail sale of footwear in specialised stores,0.0,-26.0
National Society For The Prevention Of Cruelty To Children,"42+Curtain+Road,London,London,United+Kingdom,EC2A+3NH",,9.2,0.0
NHS NEL Commissioning Support Unit,"75-77+Worship+Street,London,EC2A+2DU",,8.5,0.0
PERFECT PAYROLL SOLUTIONS LIMITED,"72,+Wilson+Street,London,England,EC2A+2DH",Other business support service activities n.e.c.,-1.0,0.0
PINSENT MASONS SERVICES LIMITED,"30+Crown+Place,London,United+Kingdom,EC2A+4ES",Activities of other holding companies n.e.c.,22.4,40.0
Shearman & Sterling LLP,"9+Appold+Street,London,EC2A+2AP",Solicitors,54.0,55.0
SPARROWS OFFSHORE SERVICES LIMITED,"30,+Crown+Place,London,EC2A+4ES",Other business support service activities n.e.c.,39.6,-244.8
THE CAPITAL MARKETS COMPANY (UK) LIMITED,"77-79+Great+Eastern+Street,London,England,United+Kingdom,EC2A+3HU",Management consultancy activities other than financial management,5.5,2.6
WARD SECURITY HOLDINGS LIMITED,"12+Appold+Street,London,United+Kingdom,EC2A+2AW",Activities of head offices,-33.0,0.0
WARD SECURITY LIMITED,"12+Appold+Street,London,United+Kingdom,EC2A+2AW",Public order and safety activities,-33.0,0.0
WATSON FARLEY & WILLIAMS LLP,"15,+Appold+Street,London,EC2A+2HB",,36.4,11.7
WEBB YATES ENGINEERS LIMITED,"48-50,+Scrutton+Street,London,England,EC2A+4HH",,3.1,0.0
Workers' Educational Association,"4+Luke+Street,London,Greater+London,United+Kingdom,EC2A+4XW",Other education n.e.c.,6.0,0.0
ANCASTER GROUP LIMITED,"61,+Croydon+Road,Penge,London,SE20+7TF",,30.4,43.7
Charles Darwin Academy Trust,"Charles+Darwin+School+Jail+Lane,Biggin+Hill,Westerham,Kent,United+Kingdom,TN16+3AU",,45.0,0.0
MANOR RESTAURANTS (UK) LIMITED,"PRIVATE+-+TERRY+EAGLE,130+High+Street,London,United+Kingdom,SE20+7EZ",Unlicensed restaurants and cafes,1.3,60.9
St. Christophers Hospice,"51-59+Lawrie+Park+Road,Sydenham,London,United+Kingdom,SE26+6DZ",Hospital activities,-18.9,0.0
The Kemnal Academies Trust,"The+Atkins+Centre+Kemnal+Technology+College,Sevenoaks+Way,Sidcup,Kent,United+Kingdom,DA14+5AA",,33.9,0.0
The Pioneer Academy,"Stewart+Fleming+Primary+School,Witham+Road,Anerley,London,United+Kingdom,SE20+7YB",,36.9,100.0
ANSCHUTZ SPORTS HOLDINGS LTD.,"The+O2,+Peninsula+Square,London,SE10+0DX",Activities of head offices,41.2,16.7
Colfe's School,"Horn+Park+Lane,London,United+Kingdom,SE12+8AW",,8.0,9.0
COLLINS RIVER ENTERPRISES LIMITED,"The+O2,+Peninsula+Square,London,SE10+0DX",Inland passenger water transport,23.7,28.6
GREENWICH LEISURE LTD,"Middlegate+House,Seymour+St,The+Royal+Arsenal,SE18+6SX",,-6.9,14.4
GREENWICH SERVICE PLUS LIMITED,"Room+102,+Birchmere+Business+Site+Eastern+Way,Thamesmead,London,United+Kingdom,SE28+8BF",,15.2,4.3
GSM LONDON LIMITED,"Meridian+House+Royal+Hill,+Greenwich,London,SE10+8RD",,21.1,22.8
Livability,"6+Mitre+Passage,London,England,SE10+0ER",,1.0,0.0
Ravensbourne,"6+Penrose+Way,Greenwich,SE10+0EW",,5.1,22.0
Royal Borough of Greenwich,"Royal+Borough+of+Greenwich,The+Woolwich+Centre,35+Wellington+Street,London,United+Kingdom,SE18+6HQ",,-7.2,0.0
Teach First,"6+Mitre+Passage,Greenwich+Peninsula,London,England,SE10+0ER",Educational support services,2.7,0.0
The National Maritime Museum,"Park+Row,Greenwich,London,London,United+Kingdom,SE10+9NF",Museums activities,-0.5,-26.1
Trinity Laban Conservatoire of Music and Dance,"King+Charles+Court,Old+Royal+Naval+College,London,SE10+9JF",,0.0,0.0
ARCUS FM LIMITED,"Enterprise+House+168-170+Upminster+Road,Upminster,Essex,United+Kingdom,RM14+2RB",Management of real estate on a fee or contract basis,19.5,28.8
ARCUS SOLUTIONS LIMITED,"Enterprise+House,168-170+Upminster+Road,Upminster,Essex,United+Kingdom,RM14+2RB",Repair of machinery,38.1,43.9
Empower Learning Academy Trust,"Hall+Mead+School,Upminster,RM14+1SF",,15.3,0.0
Havering College,"42+Ardleigh+Green+Road,RM11+2LL",,22.9,0.0
Havering Sixth Form College,"Wingletye+Lane,Hornchurch,Essex,United+Kingdom,RM11+3TB",,38.1,14.8
North East London Nhs Foundation Trust,"West+Wing,+CEME+Centre,,Rainham,Essex,RM13+8GQ",,15.4,0.0
RANC CARE HOMES LIMITED,"Coopers+House,65a+Wingletye+Lane,Hornchurch,Essex,United+Kingdom,RM11+3AT",Residential nursing care facilities,0.7,0.0
TILDA LIMITED,"Coldharbour+Lane,+Rainham,Essex,RM13+9YQ",Grain milling,-1.5,23.5
TOWER BRIDGE HOMES CARE LIMITED,"228+St+Mary's+Lane,Upminster,Essex,United+Kingdom,RM14+3DH",Other business support service activities n.e.c.,0.0,33.3
ASPERS (STRATFORD CITY) LIMITED,"1+Hans+Street,London,United+Kingdom,SW1X+0JD",Gambling and betting activities,9.1,-200.0
Chelsea & Westminster Healthcare N H S Trust,"Chelsea+&+Westminster+Hospital,369+Fulham+Road,London,London,United+Kingdom,SW10+9NH",,16.3,31.7
CHRISTIAN DIOR UK LIMITED,"49a,+Pavilion+Road,London,SW1X+0HD",,-8.3,22.3
HARRODS AVIATION LIMITED,"87-135,+Brompton+Road,Knightsbridge,London,SW1X+7XL",Other service activities n.e.c.,18.0,11.0
HARRODS LIMITED,"87/135+Brompton+Road,London,United+Kingdom,SW1X+7XL",Other retail sale in non-specialised stores,-1.0,17.5
National Heritage Memorial Fund,"7+Holbein+Place,London,SW1W+8NR",,18.6,19.5
Axis Europe PLC,"145-149+Vauxhall+Street,London,United+Kingdom,SE11+5RH",Other specialised construction activities n.e.c.,8.5,7.1
Health and Care Professions Council,"184+Kennington+Park+Road,London,SE11+4BU",,0.0,0.0
JOY GROUP LTD,"10-11,+Bishop's+Terrace,London,United+Kingdom,SE11+4UE",,-9.6,0.0
MARK ALLEN HOLDINGS LIMITED,"St+Judes+Church,+Dulwich+Road,London,SE24+0PB",Publishing of  consumer and business journals and periodicals,25.0,84.0
NURSING 2000 LIMITED,"85,+-+87,Streatham+High+Road,London,SW16+1PH",Other activities of employment placement agencies,14.0,0.0
SPORTING INDEX LIMITED,"Gateway+House+Milverton+Street,+Kennington,London,SE11+4AP",Gambling and betting activities,-10.4,56.2
THE FORWARD TRUST,"17+Oval+Way,London,United+Kingdom,SE11+5RR",,5.0,-50.0
The Hurley Group,"The+Hurley+Clinic+,+Ebenezer+House,Kennington+Lane,London,SE11+4HJ",,0.1,100.0
The National Crime Agency,"Units+1+-+6+Citadel+Place,Tinworth+Street,SE11+5EF",,16.2,-14.7
Wateraid,"2nd+Floor,47-49+Durham+Street,London,United+Kingdom,SE11+5JD",Other social work activities without accommodation n.e.c.,9.0,19.3
BANHAMS PATENT LOCKS LIMITED,"20+Thornsett+Road,London,United+Kingdom,SW18+4EF","Other professional, scientific and technical activities n.e.c.",28.2,0.0
BE AT ONE LIMITED,"1st+Floor,+Tileman+House,131+-+133+Upper+Richmond+Road,London,England,SW15+2TR",Public houses and bars,-4.4,-46.7
CEREALTO UK LIMITED,"Unit+12,+Northfields+Prospect,Putney+Bridge+Road,London,SW18+1PE",Agents specialized in the sale of other particular products,7.0,-53.0
CIRRUS INNS LIMITED,"Studios+C+&+D,209+St.+John's+Hill,London,United+Kingdom,SW11+1TH",,1.7,5.9
CIVICA UK LIMITED,"2+Burston+Road,Putney,London,United+Kingdom,SW15+6AR",Other information technology service activities,35.0,26.3
CREW CLOTHING CO. LIMITED,"20+Lydden+Road,London,United+Kingdom,SW18+4LR",Retail sale of clothing in specialised stores,0.4,45.7
Csm Sport And Entertainment LLP,"PO+BOX+70693+62+Buckingham+Gate,London,United+Kingdom,SW1P+9ZP",,14.0,-32.0
DELMON PIZZA LIMITED,"10+The+Glassmill,1+Battersea+Bridge+Road,London,United+Kingdom,SW11+3BZ",Take-away food shops and mobile food stands,6.2,0.0
EAST LIFESTYLE LIMITED,"Riverside+House,Osiers+Road,London,England,SW18+1NH",Retail sale of clothing in specialised stores,67.5,-28.9
EVOLUTION RECRUITMENT LIMITED,"11a,+Hillgate+Place,London,SW12+9ER",Temporary employment agency activities,30.0,0.0
F I L MARKET RESEARCH LIMITED,"PO+BOX+70693+62+Buckingham+Gate,London,United+Kingdom,SW1P+9ZP",Market research and public opinion polling,-12.6,0.0
FOSTER + PARTNERS GROUP LIMITED,"Riverside+Three+Albert+Wharf,22+Hester+Road,London,United+Kingdom,SW11+4AN",Activities of other holding companies n.e.c.,10.5,33.3
Graveney Trust,"Graveney+School+Welham+Road,Tooting,London,United+Kingdom,SW17+9BU",,7.0,0.0
HIGH SOCIETY UK LIMITED,"Unit+4a+Hillgate+Place,London,United+Kingdom,SW12+9ER",Temporary employment agency activities,0.0,0.0
LTA SERVICES LIMITED,"The+Lawn+Tennis+Association,100+Priory+Lane,Roehampton,London,United+Kingdom,SW15+5JQ",Human resources provision and management of human resources functions,18.0,16.0
Moss Bros Group PLC,"8+St+Johns+Hill,Clapham+Junction,United+Kingdom,SW11+1SA",Retail sale of clothing in specialised stores,2.5,38.8
NANDO'S CHICKENLAND LIMITED,"St+Marys+House,42+Vicarage+Crescent,London,United+Kingdom,SW11+3LD",Licensed restaurants,1.4,18.4
Nightingalehammerson.org,"105+Nightingale+Lane,London,SW12+8NB",Residential nursing care facilities,-4.4,0.0
PHASE EIGHT (FASHION & DESIGNS) LIMITED,"55,+Kimber+Road,London,United+Kingdom,SW18+4NX",,54.5,62.4
Poor Servants of the Mother of God,"Maryfield+Convent,Mount+Angelus+Road,London,SW15+4JA",,1.7,0.0
RAMSGATE CONSULTANTS LIMITED,"C/O+Lees-Buckley+&+Co+16+Northfields+Prospect,+Putney+Bridge+Road,London,SW18+1PE",,19.5,0.0
REDCOMB PUBS LIMITED,"Riverside+House,Osiers+Road,London,England,SW18+1NH",Public houses and bars,7.4,54.4
RHUBARB FOOD DESIGN LIMITED,"5-25+Burr+Road,London,United+Kingdom,SW18+4SQ",Other food services,1.0,-18.0
Roehampton University,"Grove+House,Roehampton+Lane,London,United+Kingdom,SW15+5PJ",,5.2,0.0
ROYAL HOSPITAL FOR NEURO-DISABILITY,"West+Hill,Putney,London,SW15+3SW",,-15.7,0.0
Russell-Cooke LLP,"2+Putney+Hill,Putney,London,United+Kingdom,SW15+6AB",,20.0,17.5
South West London & St George's Mental Health N H S Trust,"Springfield+University+Hospital,61+Glenburnie+Road,London,London,United+Kingdom,SW17+7DJ",,6.1,8.3
Southside Partnership,"31-33+Lumiere+Court,209+Balham+High+Road,London,United+Kingdom,SW17+7BQ",Other residential care activities n.e.c.,0.0,0.0
St George's University Hospitals NHS Foundation Trust,"Blackshaw+Road,London,SW17+0QT",,2.1,15.4
"St George's, University of London","Cranmer+Terrace,London,SW17+0RE",,12.8,89.4
St.Christophers Fellowship,"1+Putney+High+Street,London,United+Kingdom,SW15+1SZ",,-1.0,0.0
THE PERFUME SHOP LIMITED,"Hutchison+House,5+Hester+Road,Battersea,London,United+Kingdom,SW11+4AN",Retail sale of cosmetic and toilet articles in specialised stores,4.2,15.0
Vccp Group LLP,"PO+BOX+70693+62+Buckingham+Gate,London,United+Kingdom,SW1P+9ZP",,20.0,32.1
VIVIENNE WESTWOOD LIMITED,"Westwood+Studios,9-15+Elcho+Street,London,United+Kingdom,SW11+4AU",Retail sale of clothing in specialised stores,0.0,28.0
Wandsworth Borough Council,"Town+Hall,Wandsworth+High+Street,London,SW18+2PU",,5.0,5.6
Young & Co's Brewery PLC,"Riverside+House,26+Osiers+Road,Wandsworth,London,United+Kingdom,SW18+1NH",,4.2,37.6
BEAM SUNTORY UK LIMITED,"2,+Longwalk+Road,Stockley+Park,Uxbridge,Middlesex,England,UB11+1BA","Distilling, rectifying and blending of spirits",2.3,-113.3
CANON EUROPE LIMITED,"3,+The+Square,Stockely+Park,Uxbridge,UB11+1ET",Manufacture of other electrical equipment,31.2,35.0
CORDANT CLEANING LIMITED,"Chevron+House,+346+Long+Lane,Hillingdon,Middlesex,UB10+9PF",General cleaning of buildings,13.2,16.7
CORDANT PEOPLE LIMITED,"Chevron+House,346+Long+Lane,Hillingdon,Middlesex,United+Kingdom,UB10+9PF",Temporary employment agency activities,0.0,-81.6
CORDANT SECURITY LIMITED,"CORDANT+SECURITY,Chevron+House+Long+Lane,Hillingdon,Uxbridge,Middlesex,England,UB10+9PF",Other service activities n.e.c.,-10.2,59.2
CORE STAFF SERVICES LIMITED,"Chevron+House+346+Long+Lane,+Hillingdon,Uxbridge,Middlesex,UB10+9PF",Temporary employment agency activities,0.0,-85.2
GILEAD SCIENCES EUROPE LTD.,"2,+Roundwood+Avenue,Stockley+Park,Uxbridge,Middlesex,UB11+1AF",Other business support service activities n.e.c.,32.4,75.7
HASBRO U.K. LIMITED,"4,+The+Square,Stockley+Park,Uxbridge,Middlesex,UB11+1ET",,11.1,46.3
KUEHNE + NAGEL LIMITED,"1+Roundwood+Avenue,Stockley+Park,Uxbridge,England,UB11+1FG",Other transportation support activities,8.1,36.0
LUCOZADE RIBENA SUNTORY LIMITED,"2+Longwalk+Road,Stockley+Park,Uxbridge,United+Kingdom,UB11+1BA",Manufacture of soft drinks; production of mineral waters and other bottled waters,-10.8,-36.6
PANALPINA WORLD TRANSPORT LIMITED,"Panalpina+House,Great+South+West+Road,Feltham,Middlesex,United+Kingdom,TW14+8NU",,10.7,20.6
PMP RECRUITMENT LIMITED,"CORDANT+SECURITY,Chevron+House+Long+Lane,Hillingdon,Uxbridge,Middlesex,England,UB10+9PF",Temporary employment agency activities,0.1,-32.4
PREMIERE EMPLOYMENT GROUP LIMITED,"Chevron+House,+346+Long+Lane,Hillingdon,Middlesex,UB10+9PF",Temporary employment agency activities,-2.7,-150.0
SUGARMAN GROUP LIMITED,"Chevron+House+346+Long+Lane,+Hillingdon,Uxbridge,Middlesex,UB10+9PF",,11.2,49.1
SUGARMAN HEALTH AND WELLBEING LIMITED,"Chevron+House,+346+Long+Lane,Hillingdon,Middlesex,UB10+9PF",Temporary employment agency activities,-2.9,29.1
CAR GIANT LIMITED,"44+Hythe+Road,London,United+Kingdom,NW10+6RS",Sale of used cars and light motor vehicles,-2.9,10.3
Cis Security Ltd,"418+-426+Lewisham+High+Street,Lewisham,London,United+Kingdom,SE13+6LJ",Security systems service activities,0.0,-250.0
ELEANOR NURSING AND SOCIAL CARE LIMITED,"404+Lewisham+High+Street,London,United+Kingdom,SE13+6LJ",,-5.0,43.6
GOLDSMITHS' COLLEGE,"8+Lewisham+Way,London,London,United+Kingdom,SE14+6NW",,7.5,0.0
Haberdashers' Aske's Federation Trust,"Haberdashers+Askes+Hatcham,College,Pepys+Road,London,United+Kingdom,SE14+5SF",,31.6,0.0
Lewisham And Greenwich Nhs Trust,"Lewisham+and+Greenwich+NHS+Trust,Waterloo+Block,+1st+floor,+Lewisham+High+Street,London,SE13+6LH",,12.3,25.5
LONDON & QUADRANT HOUSING TRUST LIMITED,"1+Kingshall+Mews,Lewisham,London,SE13+5JQ",,9.5,12.5
MILLWALL HOLDINGS PLC,"The+Den,+Zampa+Road,London,SE16+3LN",,0.0,99.0
REGULAR CLEANING SERVICES LIMITED,"Aldworth+House,1+Aldworth+Grove,London,United+Kingdom,SE13+6HJ",General cleaning of buildings,4.9,0.0
CPFC LIMITED,"Selhurst+Park+Stadium,+Holmesdale+Road,London,Greater+London,SE25+6PU",,17.0,40.0
J.P. BODEN & CO. LIMITED,"Boden+House,114-120+Victoria+Road,London,United+Kingdom,NW10+6NY",Retail sale via mail order houses or via Internet,-14.0,35.7
KOLAK SNACK FOODS LIMITED,"308-310+Elveden+Road,London,United+Kingdom,NW10+7ST",,4.3,91.6
RESPONSE RECRUITMENT LIMITED,"51+Park+Royal+Road,London,London,England,NW10+7LQ",Temporary employment agency activities,0.0,-5.0
JEWISH CARE ,"Amelie+House+Maurice+And+Vivienne+Wohl+Campus,+221+Golders+Green+Road,London,NW11+9DQ",Residential care activities for the elderly and disabled,-0.1,0.0
RESOURCES FOR AUTISM,"858,+Finchley+Road,Temple+Fortune,London,NW11+6AB",,0.0,0.0
LARK (GROUP) LIMITED,"Wigham+House,Wakering+Road,Barking,Essex,United+Kingdom,IG11+8PJ",Activities of insurance agents and brokers,28.8,37.6
London Borough of Barking and Dagenham,"Barking+Town+Hall,1,+Town+Hall+Square,Barking,IG11+7LU",,13.9,90.3
LONDON CITY BOND LIMITED,"Olympus,91-101+River+Road,Barking,Essex,United+Kingdom,IG11+0EG",Operation of warehousing and storage facilities for land transport activities,14.3,-100.0
Trinity School - Dagenham,"Heathway,Dagenham,Essex,RM10+7SJ",,10.3,0.0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
